end_station_name,return_count_dry,return_count_rainy,return_share_dry,return_share_rainy,total_return_count,rainy_minus_dry_share,rainy_dry_share_ratio,end_lat,end_lng
Ritchie Ct & Banks St,7936.0,2853.0,0.0024820709779722456,0.0025652345530710434,10789.0,8.316357509879782e-05,1.0335057064568849,41.906866,-87.626217
Green St & Randolph St*,6348.0,2300.0,0.0019854065736098557,0.002068012433250403,8648.0,8.260585964054747e-05,1.0416064997124768,41.8836016120626,-87.64862672558314
Dearborn St & Van Buren St,4350.0,1605.0,0.0013605101756778311,0.0014431130240725638,5955.0,8.26028483947327e-05,1.0607145680766485,41.876268,-87.629155
Rush St & Cedar St,10485.0,3739.0,0.0032792986648234623,0.0033618689077927204,14224.0,8.257024296925812e-05,1.025179230753132,41.90230870122,-87.627690528
Walsh Park,4272.0,1577.0,0.001336114820803608,0.0014179372205373416,5849.0,8.182239973373358e-05,1.061239002232996,41.91461,-87.667968
Sangamon St & Washington Blvd,6077.0,2203.0,0.0019006483534699265,0.0019807962567176688,8280.0,8.014790324774226e-05,1.042168695189052,41.883165,-87.6511
Lincoln Ave & Roscoe St*,6166.0,2232.0,0.0019284840789033349,0.002006871196093435,8398.0,7.838711719009993e-05,1.0406469918007746,41.9433502470174,-87.67066776752472
Clark St & Lincoln Ave,17276.0,6096.0,0.005403258343680509,0.0054811320839541116,23372.0,7.787374027360284e-05,1.0144123639678118,41.915689,-87.6346
Morgan St & Polk St,7971.0,2859.0,0.0024930176115696536,0.002570629368114305,10830.0,7.761175654465158e-05,1.0311316394448358,41.871737,-87.65103
Sedgwick St & Webster Ave,8593.0,3075.0,0.002687554928643587,0.0027648427096717346,11668.0,7.728778102814764e-05,1.0287576456379663,41.922167,-87.638888
Mies van der Rohe Way & Chicago Ave,9209.0,3289.0,0.002880215679957965,0.0029572577795480763,12498.0,7.704209959011115e-05,1.0267487165553237,41.89694462637082,-87.62175768613815
Ashland Ave & Chicago Ave,5006.0,1827.0,0.0015656813653892466,0.001642721180673255,6833.0,7.703981528400837e-05,1.0492052647376247,41.89595435734305,-87.6677280664444
Paulina St & Montrose Ave,3408.0,1271.0,0.0010658893514275973,0.0011428016533309836,4679.0,7.691230190338635e-05,1.0721577991585851,41.961507,-87.67138699999998
Wentworth Ave & 35th St,1308.0,540.0,0.0004090913355831272,0.0004855333538935729,1848.0,7.644201831044569e-05,1.186857615412139,41.830777,-87.632504
Field Blvd & South Water St,9222.0,3292.0,0.002884281572437002,0.002959955187069707,12514.0,7.567361463270503e-05,1.026236546777997,41.88634906269,-87.6175165471
Kedzie Ave & Milwaukee Ave,7725.0,2771.0,0.0024160784154278725,0.002491505414146464,10496.0,7.54269987185913e-05,1.0312187580577659,41.929083085060974,-87.70802510914633
Clark St & Lake St,13248.0,4692.0,0.004143457197098829,0.0042187453638308225,17940.0,7.528816673199341e-05,1.0181703695682773,41.88602073203813,-87.63087535800302
Damen Ave & Chicago Ave,7556.0,2712.0,0.002363221813200389,0.002438456399554388,10268.0,7.523458635399919e-05,1.0318355873740541,41.89569719911461,-87.67713042376089
Eckhart Park,4896.0,1786.0,0.0015312776597973935,0.0016058566112109652,6682.0,7.457895141357168e-05,1.048703709763342,41.89637337,-87.66098386
Campbell Ave & Fullerton Ave,1774.0,700.0,0.0005548379429086143,0.0006293950883805575,2474.0,7.455714547194314e-05,1.1343761940737156,41.92463247165,-87.6893070063
Pine Grove Ave & Irving Park Rd,9867.0,3515.0,0.0030860123915892324,0.003160462479510942,13382.0,7.445008792170962e-05,1.0241250048119102,41.95436725508892,-87.64794502215663
