end_station_name,return_count_cold,return_count_mild,return_share_cold,return_share_mild,total_return_count,cold_minus_mild_share,cold_mild_share_ratio,end_lat,end_lng
Wells St & Hubbard St,1927.0,14806.0,0.006738351254480287,0.0052571964222942625,16733.0,0.0014811548321860242,1.2817384840646981,41.889906,-87.634266
Orleans St & Merchandise Mart Plaza,1937.0,14928.0,0.006773319346096687,0.005300515209510249,16865.0,0.0014728041365864378,1.2778605098771163,41.888243,-87.63638999999999
Halsted St & Polk St,1100.0,6749.0,0.003846490077804004,0.002396381105907333,7849.0,0.0014501089718966706,1.6051242697573145,41.87184,-87.64664
Daley Center Plaza,2057.0,16192.0,0.007192936445493487,0.005749326250829981,18249.0,0.0014436101946635064,1.251092020280304,41.88424087537072,-87.62963348535213
Larrabee St & Kingsbury St 2,434.0,365.0,0.0015176151761517615,0.00012960128962159973,799.0,0.0013880138865301618,11.709794484208196,41.89758,-87.6429
Morgan St & Polk St,1203.0,8043.0,0.004206661421452924,0.0028558443080178813,9246.0,0.0013508171134350429,1.4730007993229113,41.871737,-87.65103
Woodlawn Ave & 58th St,933.0,5508.0,0.0032625229478101233,0.001955736721193894,6441.0,0.0013067862266162291,1.66818071383237,41.789381,-87.596479
LaSalle St & Washington St,884.0,5032.0,0.003091179298889763,0.0017867224366462737,5916.0,0.0013044568622434893,1.7300832549059684,41.88282761288388,-87.63241016237205
State St & 33rd St,733.0,3554.0,0.0025631611154821226,0.0012619259816853848,4287.0,0.0013012351337967378,2.0311493079091267,41.834734,-87.625813
Dearborn St & Madison St,380.0,96.0,0.0013287874814232013,3.408691453061253e-05,476.0,0.0012947005668925888,38.98121958237977,41.88206,-87.62963999999998
Kingsbury St & Erie St,1674.0,13071.0,0.005853658536585366,0.004641146456558713,14745.0,0.0012125120800266526,1.2612526517150777,41.8939139,-87.6417358
Calumet Ave & 33rd St,563.0,2301.0,0.001968703558003322,0.0008170207326556192,2864.0,0.0011516828253477027,2.4096110045987547,41.834805689473676,-87.61795095789473
Larrabee St & Kingsbury St,1732.0,13889.0,0.006056473467960486,0.00493159537412164,15621.0,0.0011248780938388457,1.2280961393640404,41.897764,-87.642884
Orleans St & Hubbard St,894.0,5722.0,0.003126147390506163,0.0020317221348350512,6616.0,0.0010944252556711119,1.5386685010898222,41.890028,-87.636618
Clark St & Lake St,1601.0,12788.0,0.005598391467785646,0.004540661073098678,14389.0,0.0010577303946869678,1.2329462923377477,41.88602073203813,-87.63087535800302
Desplaines St & Jackson Blvd,1113.0,8066.0,0.003891948596905324,0.002864010964624174,9179.0,0.0010279376322811498,1.358915271646234,41.87811890091227,-87.64394760131836
Green St & Madison St,1486.0,11794.0,0.005196258414197045,0.0041877194788962945,13280.0,0.0010085389353007507,1.2408324386460863,41.88185932803824,-87.64926373958588
Milwaukee Ave & Wabansia Ave,390.0,1014.0,0.0013637555730396014,0.0003600430347295949,1404.0,0.0010037125383100065,3.787749390331735,41.912616,-87.68139430306123
Wabash Ave & Adams St,913.0,6204.0,0.003192586764577323,0.002202866851540835,7117.0,0.000989719913036488,1.4492870111769123,41.87947235235,-87.6256886059
Financial Pl & Ida B Wells Dr,887.0,6003.0,0.003101669726374683,0.002131497374242365,6890.0,0.0009701723521323181,1.4551597898718376,41.8750236280333,-87.6330940425396
Franklin St & Jackson Blvd,1363.0,10755.0,0.004766150887315325,0.0038187996435076854,12118.0,0.0009473512438076394,1.248075595519296,41.87770795589999,-87.6353211408
900 W Harrison St,862.0,5831.0,0.003014249497333683,0.002070424985708351,6693.0,0.0009438245116253322,1.4558600588189696,41.874754,-87.649807
Federal St & Polk St,1307.0,10325.0,0.004570329574263485,0.0036661186721726503,11632.0,0.0009042109020908342,1.2466397670960296,41.872077632849994,-87.6295437729
Racine Ave & Congress Pkwy,615.0,3549.0,0.002150537634408602,0.001260150621553582,4164.0,0.0008903870128550201,1.70657133445363,41.87464,-87.65703
Paulina St & Flournoy St,871.0,6083.0,0.003045720779788443,0.002159903136351209,6954.0,0.0008858176434372342,1.4101189624710255,41.87306108789792,-87.66913488507271
State St & Kinzie St,1171.0,9067.0,0.004094763528280444,0.003219438063011082,10238.0,0.0008753254652693622,1.2718875705169232,41.8893754597427,-87.62707652193124
Paulina St & Division St,339.0,909.0,0.0011854183057959612,0.00032276047196173744,1248.0,0.0008626578338342237,3.6727410449302003,41.903552899999994,-87.67042920000002
Fairbanks St & Superior St,691.0,4463.0,0.0024162951306932424,0.0015846864536471223,5154.0,0.0008316086770461201,1.5247777251799348,41.895748,-87.620104
