end_station_name,return_count_cold,return_count_mild,return_share_cold,return_share_mild,total_return_count,cold_minus_mild_share,cold_mild_share_ratio,end_lat,end_lng
Franklin St & Jackson Blvd,237.0,2531.0,0.002935602541711568,0.002246839909771312,2768.0,0.0006887626319402556,1.3065471297700197,41.87770795589999,-87.6353211408
Sheridan Rd & Irving Park Rd,317.0,3655.0,0.003926523230896907,0.003244646333549643,3972.0,0.0006818768973472639,1.2101543949928424,41.954245,-87.654406
Orleans St & Hubbard St,178.0,1719.0,0.00220479853343738,0.0015260046641236214,1897.0,0.0006787938693137588,1.4448173983047352,41.890028,-87.636618
Clinton St & Jackson Blvd,205.0,2097.0,0.002539234266037432,0.001861565899166512,2302.0,0.0006776683668709201,1.36403116491507,41.87831662050808,-87.64098109175531
Racine Ave & 18th St,154.0,1388.0,0.0019075223266817782,0.0012321666514273338,1542.0,0.0006753556752544445,1.548103721496111,41.8583996,-87.6564226
Jefferson St & Monroe St,148.0,1305.0,0.0018332032749928777,0.0011584852162195031,1453.0,0.0006747180587733746,1.5824135404693784,41.880329633634624,-87.64274597167967
Lake Park Ave & 56th St,139.0,1184.0,0.001721724697459527,0.0010510701118803768,1323.0,0.0006706545855791502,1.638067755833706,41.791661314578,-87.58748949571235
Milwaukee Ave & Grand Ave,260.0,2879.0,0.003220492239852353,0.00255576930076318,3139.0,0.0006647229390891731,1.2600871208538107,41.891578,-87.648384
May St & Taylor St,189.0,1898.0,0.0023410501282003643,0.0016849080002947258,2087.0,0.0006561421279056385,1.3894228874027414,41.86941940540373,-87.65523116767652
Larrabee St & Kingsbury St 1,58.0,77.0,0.000718417499659371,6.835506639762586e-05,135.0,0.0006500624332617451,10.509945020539144,41.89777797048414,-87.64288463116276
Kingsbury St & Kinzie St 2,53.0,21.0,0.0006564849565852873,1.8642290835716145e-05,74.0,0.0006378426657495711,35.212986932951516,41.889188,-87.638387
Halsted St & Roosevelt Rd,105.0,748.0,0.001300583404555758,0.0006640206450055084,853.0,0.0006365627595502495,1.9586476048457258,41.867324,-87.648625
Halsted St & Maxwell St,161.0,1534.0,0.0019942278869854954,0.0013617749591423125,1695.0,0.0006324529278431829,1.4644324373603428,41.864883,-87.64707099999998
Paulina St & Division St,74.0,328.0,0.0009166016374964388,0.0002911748282911855,402.0,0.0006254268092052534,3.147935193919345,41.903552899999994,-87.67042920000002
Clinton St & Roosevelt Rd,154.0,1451.0,0.0019075223266817782,0.001288093523934482,1605.0,0.0006194288027472961,1.4808876920423915,41.8671177825,-87.6410879593
Broadway & Thorndale Ave,197.0,2067.0,0.002440142197118898,0.001834934055115489,2264.0,0.0006052081420034091,1.329825374645381,41.98974251144,-87.6601406209
Burling St & Diversey Pkwy,278.0,3203.0,0.003443449394919054,0.002843393216514229,3481.0,0.0006000561784048251,1.211035168785159,41.93314,-87.64776
Federal St & Polk St,336.0,4027.0,0.004161866894578425,0.003574881199782329,4363.0,0.0005869856947960965,1.164197213220575,41.872077632849994,-87.6295437729
Sheridan Rd & Noyes St (NU),132.0,1205.0,0.0016350191371558099,0.001069712402716093,1337.0,0.000565306734439717,1.5284655992944982,42.058239,-87.677432
LaSalle Dr & Huron St,232.0,2609.0,0.002873669998637484,0.0023160827043039725,2841.0,0.0005575872943335116,1.2407457439026701,41.894877,-87.632326
Western Ave & Fillmore St,84.0,550.0,0.0010404667236446064,0.0004882504742687561,634.0,0.0005522162493758502,2.1310078483693116,41.86856584535612,-87.68623408677644
Logan Blvd & Elston Ave,129.0,1178.0,0.0015978596113113597,0.0010457437430701723,1307.0,0.0005521158682411874,1.5279642779941176,41.929465,-87.684158
Morgan St & Lake St*,231.0,2602.0,0.0028612834900226675,0.0023098686073587337,2833.0,0.0005514148826639338,1.238721216516832,41.88549170626906,-87.65228927135468
Canal St & Adams St,158.0,1589.0,0.001957068361141045,0.0014106000065691883,1747.0,0.0005464683545718569,1.3874010808350103,41.879255,-87.639904
Dorchester Ave & 53rd St,47.0,45.0,0.0005821659048963868,3.9947766076534595e-05,92.0,0.0005422181388198522,14.572838214353368,41.79943,-87.59227
Dearborn St & Maple St,94.0,701.0,0.0011643318097927736,0.0006222974226589056,795.0,0.0005420343871338681,1.8710200241516088,41.90191999999999,-87.63026
