condition_type,day_type,condition_value,end_station_name,return_count
cold,weekday,cold,Kingsbury St & Kinzie St 2,204
cold,weekday,cold,Knox Ave & Marquette Ave,1
cold,weekday,cold,Knox Ave & Montrose Ave,50
cold,weekday,cold,Komensky Ave & 31st St,34
cold,weekday,cold,Komensky Ave & 47th St,21
cold,weekday,cold,Komensky Ave & 55th St,1
cold,weekday,cold,Kosciuszko Park,132
cold,weekday,cold,Kostner Ave & 63rd St,12
cold,weekday,cold,Kostner Ave & Belmont Ave,12
cold,weekday,cold,Kostner Ave & Bryn Mawr Ave,9
cold,weekday,cold,Kostner Ave & Devon Ave,6
cold,weekday,cold,Kostner Ave & Lake St,1
cold,weekday,cold,Kostner Ave & Wrightwood Ave,47
cold,weekday,cold,LaSalle Dr & Huron St,720
cold,weekday,cold,LaSalle St & Adams St,432
cold,weekday,cold,LaSalle St & Adams St Corral,21
cold,weekday,cold,LaSalle St & Calhoun Pl,239
cold,weekday,cold,LaSalle St & Calhoun Pl Corral,52
cold,weekday,cold,LaSalle St & Illinois St,1362
cold,weekday,cold,LaSalle St & Jackson Blvd,2070
cold,weekday,cold,LaSalle St & Jackson Blvd Corral,14
cold,weekday,cold,LaSalle St & Washington St,884
cold,weekday,cold,Laflin St & 115th St,2
cold,weekday,cold,Laflin St & Cullerton St,213
cold,weekday,cold,Lake Park Ave & 35th St,79
cold,weekday,cold,Lake Park Ave & 47th St,150
cold,weekday,cold,Lake Park Ave & 53rd St,379
cold,weekday,cold,Lake Park Ave & 56th St,643
cold,weekday,cold,Lakefront Trail & Bryn Mawr Ave,153
cold,weekday,cold,Lakefront Trail & Wilson Ave,57
cold,weekday,cold,Lakeview Ave & Fullerton Pkwy,613
cold,weekday,cold,Lamon Ave & 47th St,2
cold,weekday,cold,Lamon Ave & Armitage Ave,6
cold,weekday,cold,Lamon Ave & Belmont Ave,25
cold,weekday,cold,Lamon Ave & Chicago Ave,4
cold,weekday,cold,Laramie Ave & Addison St,7
cold,weekday,cold,Laramie Ave & Bloomingdale Ave,26
cold,weekday,cold,Laramie Ave & Irving Park Rd,24
cold,weekday,cold,Laramie Ave & Kinzie St,5
cold,weekday,cold,Laramie Ave & Madison St,5
cold,weekday,cold,Larrabee St & Armitage Ave,347
cold,weekday,cold,Larrabee St & Clybourn Ave,67
cold,weekday,cold,Larrabee St & Division St,681
cold,weekday,cold,Larrabee St & Kingsbury St,1732
cold,weekday,cold,Larrabee St & Kingsbury St 1,721
cold,weekday,cold,Larrabee St & Kingsbury St 2,434
cold,weekday,cold,Larrabee St & Menomonee St,298
cold,weekday,cold,Larrabee St & North Ave,297
cold,weekday,cold,Larrabee St & Oak St,511
cold,weekday,cold,Larrabee St & Webster Ave,651
cold,weekday,cold,Latrobe Ave & Chicago Ave,9
cold,weekday,cold,Lavergne Ave & 44th St,1
cold,weekday,cold,Lavergne Ave & 46th St,1
cold,weekday,cold,Lavergne Ave & Diversey Ave,6
cold,weekday,cold,Lavergne Ave & Division St,1
cold,weekday,cold,Lavergne Ave & Fullerton Ave,25
cold,weekday,cold,Lavergne Ave & Lawrence Ave,6
cold,weekday,cold,Lawler Ave & 50th St,8
cold,weekday,cold,Lawler Ave & North Ave,5
cold,weekday,cold,Lawndale Ave & 111th St,2
cold,weekday,cold,Lawndale Ave & 16th St,4
cold,weekday,cold,Lawndale Ave & 30th St,12
cold,weekday,cold,Lawndale Ave & 59th St,16
cold,weekday,cold,Le Mai Ave & Devon Ave,3
cold,weekday,cold,Leamington Ave & Hirsch St,1
cold,weekday,cold,Leavitt St & Addison St,121
cold,weekday,cold,Leavitt St & Archer Ave,84
cold,weekday,cold,Leavitt St & Armitage Ave,246
cold,weekday,cold,Leavitt St & Augusta Blvd,88
cold,weekday,cold,Leavitt St & Belmont Ave,161
cold,weekday,cold,Leavitt St & Chicago Ave,282
cold,weekday,cold,Leavitt St & Division St,299
cold,weekday,cold,Leavitt St & Hirsch St,39
cold,weekday,cold,Leavitt St & Lawrence Ave,187
cold,weekday,cold,Leavitt St & North Ave,320
cold,weekday,cold,Leavitt St/North Ave,131
cold,weekday,cold,Leclaire Ave & Belmont Ave,16
cold,weekday,cold,Lexington St & California Ave,9
cold,weekday,cold,Lincoln Ave & Addison St,194
cold,weekday,cold,Lincoln Ave & Balmoral Ave,37
cold,weekday,cold,Lincoln Ave & Belle Plaine Ave,295
cold,weekday,cold,Lincoln Ave & Byron St,207
cold,weekday,cold,Lincoln Ave & Dickens Ave,99
cold,weekday,cold,Lincoln Ave & Diversey Pkwy,570
cold,weekday,cold,Lincoln Ave & Fullerton Ave,977
cold,weekday,cold,Lincoln Ave & Melrose St,683
cold,weekday,cold,Lincoln Ave & Montana St,92
cold,weekday,cold,Lincoln Ave & Peterson Ave,21
cold,weekday,cold,Lincoln Ave & Roscoe St*,578
cold,weekday,cold,Lincoln Ave & Sunnyside Ave,267
cold,weekday,cold,Lincoln Ave & Waveland Ave,267
cold,weekday,cold,Lincoln Ave & Winona St,117
cold,weekday,cold,Lincoln Park Conservatory,356
cold,weekday,cold,Lincolnwood Dr & Central St,34
cold,weekday,cold,Linder Ave & Montrose Ave,13
cold,weekday,cold,Lock St & 31st St,22
cold,weekday,cold,Lockwood Ave & Grand Ave,42
cold,weekday,cold,Lockwood Ave & Wrightwood Ave,22
cold,weekday,cold,Logan Blvd & Elston Ave,316
cold,weekday,cold,Long & Irving Park,22
cold,weekday,cold,Long Ave & Belden Ave,3
cold,weekday,cold,Long Ave & Belmont Ave,2
cold,weekday,cold,Long Ave & Diversey Ave,4
cold,weekday,cold,Long Ave & North Ave,4
cold,weekday,cold,Loomis Blvd & 84th St,1
cold,weekday,cold,Loomis St & 89th St,2
cold,weekday,cold,Loomis St & 95th St,4
cold,weekday,cold,Loomis St & Archer Ave,83
cold,weekday,cold,Loomis St & Jackson Blvd,378
cold,weekday,cold,Loomis St & Lexington St,1008
cold,weekday,cold,Loomis St & Lexington St*,147
cold,weekday,cold,Lowell Ave & Armitage Ave,21
cold,weekday,cold,Lynch Ave & Elston Ave,4
cold,weekday,cold,MLK Jr Dr & 29th St,503
cold,weekday,cold,MLK Jr Dr & 47th St,37
cold,weekday,cold,MLK Jr Dr & 56th St,11
cold,weekday,cold,MLK Jr Dr & 63rd St,7
cold,weekday,cold,MLK Jr Dr & 83rd St,9
cold,weekday,cold,MLK Jr Dr & Pershing Rd,65
cold,weekday,cold,Major Ave & Addison St,9
cold,weekday,cold,Malcolm X College,222
cold,weekday,cold,Malden St & Wilson Ave,77
cold,weekday,cold,Mango Ave & Diversey Ave,2
cold,weekday,cold,Mango Ave & North Ave,5
cold,weekday,cold,Manor Ave & Leland Ave,75
cold,weekday,cold,Maplewood Ave & 59th St,6
cold,weekday,cold,Maplewood Ave & Peterson Ave,54
cold,weekday,cold,Marine Dr & Ainslie St,195
cold,weekday,cold,Marmora Ave & Irving Park Rd,33
cold,weekday,cold,Marquette Ave & 89th St,4
cold,weekday,cold,Marshfield Ave & 44th St,12
cold,weekday,cold,Marshfield Ave & 59th St,3
cold,weekday,cold,Marshfield Ave & Diversey Pkwy,40
cold,weekday,cold,Marshfield Ave & Wabansia Ave,36
cold,weekday,cold,Martin Luther King Dr & 111th St,3
cold,weekday,cold,Martin Luther King Dr & 87th St,5
cold,weekday,cold,Mason Ave & Belmont Ave,3
cold,weekday,cold,Mason Ave & Grand Ave,8
cold,weekday,cold,Mason Ave & Montrose Ave,12
cold,weekday,cold,May St & 69th St,1
cold,weekday,cold,May St & Cullerton St,177
cold,weekday,cold,May St & Hubbard St,142
cold,weekday,cold,May St & Taylor St,626
cold,weekday,cold,McClurg Ct & Erie St,1166
cold,weekday,cold,McClurg Ct & Ohio St,1308
cold,weekday,cold,McCormick Blvd & Devon Ave,53
cold,weekday,cold,McCormick Place,170
cold,weekday,cold,Meade Ave & Addison St,3
cold,weekday,cold,Meade Ave & Diversey Ave,4
cold,weekday,cold,Meade Ave & Fullerton Ave,7
cold,weekday,cold,Melvina Ave & Giddings Ave,13
cold,weekday,cold,Menard Ave & Lawrence Ave,6
cold,weekday,cold,Menard Ave & Milwaukee Ave,4
cold,weekday,cold,Merrimac Park,13
cold,weekday,cold,Michigan Ave & 105th St,3
cold,weekday,cold,Michigan Ave & 108th St,3
cold,weekday,cold,Michigan Ave & 113th St,2
cold,weekday,cold,Michigan Ave & 114th St,5
cold,weekday,cold,Michigan Ave & 11th St,151
cold,weekday,cold,Michigan Ave & 14th St,668
cold,weekday,cold,Michigan Ave & 18th St,550
cold,weekday,cold,Michigan Ave & 71st St,5
cold,weekday,cold,Michigan Ave & 8th St,527
cold,weekday,cold,Michigan Ave & Ida B Wells Dr,330
cold,weekday,cold,Michigan Ave & Jackson Blvd,642
cold,weekday,cold,Michigan Ave & Lake St,1430
cold,weekday,cold,Michigan Ave & Madison St,575
cold,weekday,cold,Michigan Ave & Oak St,591
cold,weekday,cold,Michigan Ave & Pearson St,618
cold,weekday,cold,Michigan Ave & Washington St,1673
cold,weekday,cold,Midway Orange Line,25
cold,weekday,cold,Mies van der Rohe Way & Chestnut St,952
cold,weekday,cold,Mies van der Rohe Way & Chicago Ave,1029
cold,weekday,cold,Millard Ave & 26th St,13
cold,weekday,cold,Millennium Park,797
cold,weekday,cold,Milwaukee Ave & Agatite Ave,34
cold,weekday,cold,Milwaukee Ave & Ainslie St,76
cold,weekday,cold,Milwaukee Ave & Armitage Ave,103
cold,weekday,cold,Milwaukee Ave & Cuyler Ave,22
cold,weekday,cold,Milwaukee Ave & Diversey Ave,13
cold,weekday,cold,Milwaukee Ave & Fullerton Ave,165
cold,weekday,cold,Milwaukee Ave & Grand Ave,855
cold,weekday,cold,Milwaukee Ave & Highland Ave,5
cold,weekday,cold,Milwaukee Ave & Rockwell St,156
cold,weekday,cold,Milwaukee Ave & The 606,231
cold,weekday,cold,Milwaukee Ave & Wabansia Ave,390
cold,weekday,cold,Milwaukee Ave & Wabansia Ave*,72
cold,weekday,cold,Monitor Ave & Division St,3
cold,weekday,cold,Monticello Ave & Chicago Ave,9
cold,weekday,cold,Monticello Ave & Irving Park Rd,154
cold,weekday,cold,Monticello Ave & Lawrence Ave,50
cold,weekday,cold,Montrose Harbor,112
cold,weekday,cold,Morgan Ave & 14th Pl,291
cold,weekday,cold,Morgan St & 18th St,341
cold,weekday,cold,Morgan St & 31st St,251
cold,weekday,cold,Morgan St & Hubbard St,90
cold,weekday,cold,Morgan St & Lake St*,957
cold,weekday,cold,Morgan St & Pershing Rd,10
cold,weekday,cold,Morgan St & Polk St,1203
cold,weekday,cold,Mozart St & 55th St,1
cold,weekday,cold,Mozart St & 79th St,1
cold,weekday,cold,Mozart St & Jackson Blvd,10
cold,weekday,cold,Mulligan Ave & Archer Ave,5
cold,weekday,cold,N Carpenter St & W Lake St,206
cold,weekday,cold,N Clark St & W Elm St,35
cold,weekday,cold,N Damen Ave & W Chicago Ave,54
cold,weekday,cold,N Green St & W Lake St,366
cold,weekday,cold,N Paulina St & Lincoln Ave,88
cold,weekday,cold,N Shore Channel Trail & Argyle St,63
cold,weekday,cold,N Southport Ave & W Newport Ave,79
cold,weekday,cold,NEW HASTINGS,1
cold,weekday,cold,Nagle Ave & Belmont Ave,25
cold,weekday,cold,Narragansett Ave & McLean Ave,3
cold,weekday,cold,Narragansett Ave & Montrose Ave,29
cold,weekday,cold,Narragansett Ave & North Ave,4
cold,weekday,cold,Narragansett Ave & School St,3
cold,weekday,cold,Narragansett Ave & Wrightwood Ave,21
cold,weekday,cold,Navy Pier,341
cold,weekday,cold,New St & Illinois St,1341
cold,weekday,cold,Newcastle Ave & Irving Park Rd,2
cold,weekday,cold,Noble St & Milwaukee Ave,478
cold,weekday,cold,Noble St & Ohio St,170
cold,weekday,cold,Noble St & Potomac Ave,30
cold,weekday,cold,Nordica Ave & Medill Ave,12
cold,weekday,cold,Normal Ave & Archer Ave,112
cold,weekday,cold,North Ave & New England Ave,1
cold,weekday,cold,North Boundary Park,17
cold,weekday,cold,Oak Park & Wellington,16
cold,weekday,cold,Oakley Ave & Irving Park Rd,146
cold,weekday,cold,Oakley Ave & Lyndale St,35
cold,weekday,cold,Oakley Ave & Touhy Ave,34
cold,weekday,cold,Oconto Ave & Belmont Ave,3
cold,weekday,cold,Ogden Ave & Chicago Ave,704
cold,weekday,cold,Ogden Ave & Congress Pkwy,254
cold,weekday,cold,Ogden Ave & Race Ave,522
cold,weekday,cold,Ogden Ave & Roosevelt Rd,66
cold,weekday,cold,Oglesby Ave & 100th St,3
cold,weekday,cold,Olive Harvey College,3
cold,weekday,cold,Orange Ave & Addison St,2
cold,weekday,cold,Oriole Ave & Irving Park Rd,2
cold,weekday,cold,Orleans St & Chestnut St (NEXT Apts),489
cold,weekday,cold,Orleans St & Elm St,410
cold,weekday,cold,Orleans St & Hubbard St,894
cold,weekday,cold,Orleans St & Merchandise Mart Plaza,1937
cold,weekday,cold,Overhill Ave & Belmont Ave,4
cold,weekday,cold,Panama Ave & Grace St,2
cold,weekday,cold,Parkside Ave & Armitage Ave,3
cold,weekday,cold,Parnell Ave & 31st St,13
cold,weekday,cold,Paulina Ave & 87th St,6
cold,weekday,cold,Paulina Ave & North Ave,275
cold,weekday,cold,Paulina St & 18th St,297
cold,weekday,cold,Paulina St & Adams St,31
cold,weekday,cold,Paulina St & Cortland St,79
cold,weekday,cold,Paulina St & Division St,339
cold,weekday,cold,Paulina St & Flournoy St,871
cold,weekday,cold,Paulina St & Howard St,147
cold,weekday,cold,Paulina St & Montrose Ave,300
cold,weekday,cold,Peoria St & Jackson Blvd,1058
cold,weekday,cold,Peoria St & Kinzie St,209
cold,weekday,cold,Perry Ave & 69th St,29
cold,weekday,cold,Pershing Rd & Sacramento Ave,13
cold,weekday,cold,Peterson/Ridge Metra,245
cold,weekday,cold,Phillips Ave & 79th St,4
cold,weekday,cold,Phillips Ave & 83rd St,6
cold,weekday,cold,Pine Ave & Division St,6
cold,weekday,cold,Pine Grove Ave & Irving Park Rd,699
cold,weekday,cold,Pine Grove Ave & Waveland Ave,632
cold,weekday,cold,Pine Grove Ave & Wellington Ave,92
cold,weekday,cold,Ping Tom Park (East),52
cold,weekday,cold,Portage Park,7
cold,weekday,cold,Prairie Ave & 43rd St,32
cold,weekday,cold,Prairie Ave & Garfield Blvd,125
cold,weekday,cold,Princeton Ave & 47th St,19
cold,weekday,cold,Princeton Ave & 95th St,4
cold,weekday,cold,Princeton Ave & Garfield Blvd,21
cold,weekday,cold,Prospect Sq & 91st St,2
cold,weekday,cold,Public Rack - 10101 S Stony Island Ave,2
cold,weekday,cold,Public Rack - 111th St - Morgan Park Metra,1
cold,weekday,cold,Public Rack - 2302 S Pulaski Rd,1
cold,weekday,cold,Public Rack - 532 E 43rd St,2
cold,weekday,cold,Public Rack - Ashland Ave & 63rd St,5
cold,weekday,cold,Public Rack - Ashland Ave & 71st St,1
cold,weekday,cold,Public Rack - Ashland Ave & 76th St,1
cold,weekday,cold,Public Rack - Avers & Lawrence,3
cold,weekday,cold,Public Rack - Avers Ave & Irving Park Rd,6
cold,weekday,cold,Public Rack - Avondale Ave & Addison St,8
cold,weekday,cold,Public Rack - Baltimore Ave & 132nd St,2
cold,weekday,cold,Public Rack - Baltimore Ave & 134th St,1
cold,weekday,cold,Public Rack - Bernard St & Foster Ave,1
cold,weekday,cold,Public Rack - Brooks Park,1
cold,weekday,cold,Public Rack - California Ave & Cortez St,14
cold,weekday,cold,Public Rack - California Ave & Devon Ave - NW,2
cold,weekday,cold,Public Rack - California Ave & Ogden Ave,1
cold,weekday,cold,Public Rack - California Ave & Pershing Rd,3
cold,weekday,cold,Public Rack - Campbell Ave & Pratt Blvd,10
cold,weekday,cold,Public Rack - Canfield & Victoria,1
cold,weekday,cold,Public Rack - Central & Leland,4
cold,weekday,cold,Public Rack - Central & Prescott,1
cold,weekday,cold,Public Rack - Central Ave & Lawrence Ave,3
cold,weekday,cold,Public Rack - Central Park & Bryn Mawr,2
cold,weekday,cold,Public Rack - Central Park & Peterson,7
cold,weekday,cold,Public Rack - Central Park Ave & 16th St,1
cold,weekday,cold,Public Rack - Central Park Ave & Fillmore St,1
cold,weekday,cold,Public Rack - Champlain Ave & 65th St,11
cold,weekday,cold,Public Rack - Chappel Ave & 71st St,1
cold,weekday,cold,Public Rack - Chopin Park,1
cold,weekday,cold,Public Rack - Christiana & Lincoln,1
cold,weekday,cold,Public Rack - Christiana Ave & 55th St,1
cold,weekday,cold,Public Rack - Christiana Ave & Belmont Ave,20
cold,weekday,cold,Public Rack - Cicero Ave & Belle Plaine Ave,3
cold,weekday,cold,Public Rack - Cicero Ave & Wrightwood Ave,1
cold,weekday,cold,Public Rack - Corliss Ave & 103rd St,1
cold,weekday,cold,Public Rack - Cottage Grove & 84th St,1
cold,weekday,cold,Public Rack - Cottage Grove & 86th St,1
cold,weekday,cold,Public Rack - Cottage Grove Ave & 111th St,1
cold,weekday,cold,Public Rack - Cottage Grove Ave & 75th St,2
cold,weekday,cold,Public Rack - Cottage Grove Ave & 89th Pl,1
cold,weekday,cold,Public Rack - Cottage Grove Ave & 92nd St,1
cold,weekday,cold,Public Rack - Cumberland & Catherine,1
cold,weekday,cold,Public Rack - Damen Ave & 47th St,2
cold,weekday,cold,Public Rack - Division St & Christiana Ave,1
cold,weekday,cold,Public Rack - Drake Ave & Leland Ave,22
cold,weekday,cold,Public Rack - Eberhart Ave & 61st St,2
cold,weekday,cold,Public Rack - Eggleston Ave & 115th St,1
cold,weekday,cold,Public Rack - Eli Whitney Public School,3
cold,weekday,cold,Public Rack - Emerald Ave & 43rd St,2
cold,weekday,cold,Public Rack - Emerald Ave & 45th St,2
cold,weekday,cold,Public Rack - Evans Ave & 63rd St,17
cold,weekday,cold,Public Rack - Ewing Ave & 101st St,1
cold,weekday,cold,Public Rack - Ewing Ave & 102nd St,1
cold,weekday,cold,Public Rack - Ewing Ave & 96th St N,1
cold,weekday,cold,Public Rack - Ewing Ave & 96th St S,1
cold,weekday,cold,Public Rack - Ewing Ave & 99th St,1
cold,weekday,cold,Public Rack - Ewing Ave & Indianapolis Ave,1
cold,weekday,cold,Public Rack - Exchange Ave & 131st St,1
cold,weekday,cold,Public Rack - Exchange Ave & 73rd Pl,1
cold,weekday,cold,Public Rack - Forest Glen Station,6
cold,weekday,cold,Public Rack - Foster Ave & Drake Ave,2
cold,weekday,cold,Public Rack - Fullerton Ave & Narragansett Ave,1
cold,weekday,cold,Public Rack - Greenwood Ave & Lake Park Ave,4
cold,weekday,cold,Public Rack - Hamlin Ave & Fullerton Ave,7
cold,weekday,cold,Public Rack - Hamlin Ave & Montrose Ave,32
cold,weekday,cold,Public Rack - Harlem & Palatine,1
cold,weekday,cold,Public Rack - Harlem and W. 59th,1
cold,weekday,cold,Public Rack - Harold Washington Park,17
cold,weekday,cold,Public Rack - Hiawatha & Mendota,3
cold,weekday,cold,Public Rack - Higgins Ave & Neva Ave,1
cold,weekday,cold,Public Rack - Hollywood Park,10
cold,weekday,cold,Public Rack - Homan Ave & Roosevelt,1
cold,weekday,cold,Public Rack - Houston Ave & 130th St,1
cold,weekday,cold,Public Rack - Houston Ave & 131st St,1
cold,weekday,cold,Public Rack - Houston Ave & 91st St,1
cold,weekday,cold,Public Rack - Hoyne Ave & 51st St,1
cold,weekday,cold,Public Rack - Hyde Park Blvd & 53rd St,14
cold,weekday,cold,Public Rack - Hyde Park Blvd & 55th St,57
cold,weekday,cold,Public Rack - Independence Blvd & Roosevelt,2
cold,weekday,cold,Public Rack - Irving Park Rd & Leclaire Ave,9
cold,weekday,cold,Public Rack - Irving Park Rd & Menard Ave,1
cold,weekday,cold,Public Rack - Jeffery Blvd & 67th St,1
cold,weekday,cold,Public Rack - Jeffrey Blvd & 71st St,3
cold,weekday,cold,Public Rack - Jensen Park,10
cold,weekday,cold,Public Rack - Jonathan Y Scammon Public School,12
cold,weekday,cold,Public Rack - Justine St & 87th St,2
cold,weekday,cold,Public Rack - Karlov Ave & Kamerling Ave,10
cold,weekday,cold,Public Rack - Karlov Ave & Lawrence Ave,1
cold,weekday,cold,Public Rack - Karlov Ave & Milwaukee Ave,1
cold,weekday,cold,Public Rack - Keating & Peterson,22
cold,weekday,cold,Public Rack - Kedvale Ave & 63rd St E,1
cold,weekday,cold,Public Rack - Kedvale Ave & 63rd St W,13
cold,weekday,cold,Public Rack - Kedzie & 103rd St - W,1
cold,weekday,cold,Public Rack - Kedzie Ave & 54th St - SE,1
cold,weekday,cold,Public Rack - Kedzie Ave & 58th St,1
cold,weekday,cold,Public Rack - Kedzie Ave & 64th St - SE,3
cold,weekday,cold,Public Rack - Kedzie Ave & 64th St - SW,1
cold,weekday,cold,Public Rack - Kedzie Ave & Argyle St,28
cold,weekday,cold,Public Rack - Kedzie Ave & Walnut St,3
cold,weekday,cold,Public Rack - Kenneth & Carmen,10
cold,weekday,cold,Public Rack - Kenton & Lawrence,2
cold,weekday,cold,Public Rack - Keystone Ave & Irving Park Rd,10
cold,weekday,cold,Public Rack - Keystone Ave & North Ave,3
cold,weekday,cold,Public Rack - Kildare Ave & North Ave,2
cold,weekday,cold,Public Rack - Kilpatrick & Elston,8
cold,weekday,cold,Public Rack - Kimball & Ardmore,15
cold,weekday,cold,Public Rack - Kimball Ave & Carmen Ave,4
cold,weekday,cold,Public Rack - Kimball Ave & Lawrence Ave,3
cold,weekday,cold,Public Rack - Kimbark Ave & 67th St,4
cold,weekday,cold,Public Rack - King Dr & 115th St,4
cold,weekday,cold,Public Rack - King Dr & Oakwood Blvd,1
cold,weekday,cold,Public Rack - Kinzua Ave & Devon Ave,1
cold,weekday,cold,Public Rack - Komensky Ave & 59th St,3
cold,weekday,cold,Public Rack - Komensky Ave & 63rd St,1
cold,weekday,cold,Public Rack - Kostner & Bryn Mawr,2
cold,weekday,cold,Public Rack - Kostner Ave & Diversey Ave,1
cold,weekday,cold,Public Rack - Kostner Ave & North Ave,2
cold,weekday,cold,Public Rack - Lafayette Ave & 95th St,2
cold,weekday,cold,Public Rack - Laflin St & 51st St,1
cold,weekday,cold,Public Rack - Langley Ave & 49th St,22
cold,weekday,cold,Public Rack - Langley Ave & Oakwood Blvd,2
cold,weekday,cold,Public Rack - Laramie Ave & Belmont Ave,4
cold,weekday,cold,Public Rack - Lawndale Ave & 23rd St,1
cold,weekday,cold,Public Rack - Lawndale Ave & Diversey Ave,10
cold,weekday,cold,Public Rack - Lawrence Ave & 103rd St,1
cold,weekday,cold,Public Rack - Lawrence Ave & Kimball Ave,3
cold,weekday,cold,Public Rack - Leader & Caldwell,1
cold,weekday,cold,Public Rack - Leamington & Elston,4
cold,weekday,cold,Public Rack - Leclaire Ave & Division St,1
cold,weekday,cold,Public Rack - Linder Ave & Belmont Ave,1
cold,weekday,cold,Public Rack - Lockwood & Archer,4
cold,weekday,cold,Public Rack - Lockwood Ave & Diversey Ave,4
cold,weekday,cold,Public Rack - Loomis Blvd & 47th St,1
cold,weekday,cold,Public Rack - Loomis St & 87th St,1
